system:index,blue_p010,blue_p025,blue_p050,blue_p075,blue_p090,evi_p010,evi_p025,evi_p050,evi_p075,evi_p090,green_p010,green_p025,green_p050,green_p075,green_p090,latitude_209564535,lich_vol,longitude_209564535,nbr_p010,nbr_p025,nbr_p050,nbr_p075,nbr_p090,ndmi_p010,ndmi_p025,ndmi_p050,ndmi_p075,ndmi_p090,ndsi_p010,ndsi_p025,ndsi_p050,ndsi_p075,ndsi_p090,ndvi_p010,ndvi_p025,ndvi_p050,ndvi_p075,ndvi_p090,ndwi_p010,ndwi_p025,ndwi_p050,ndwi_p075,ndwi_p090,nir_p010,nir_p025,nir_p050,nir_p075,nir_p090,randSel,red_p010,red_p025,red_p050,red_p075,red_p090,swir1_p010,swir1_p025,swir1_p050,swir1_p075,swir1_p090,swir2_p010,swir2_p025,swir2_p050,swir2_p075,swir2_p090,topo_elev_m_30m,topo_slope_deg_30m,.geo
00000000000000000143_0,335.8095238095238,335.8095238095238,557.3333333333334,825.4,1708.0,2603.1445686701436,3185.169124024284,3954.570973245391,4583.902896114588,5134.394511135191,581.6666666666666,581.6666666666666,689.1052631578947,1095.0,1744.0,,68.82324719999998,,2811.3347,3526.114,4366.917,4976.531,5386.0293,73.966675,607.6515,1199.2633,1692.5956,2023.7222,-5898.03,-5657.7314,-5249.724,-3393.7197,0.0,2639.7593,4642.128,5958.424,6646.529,7067.8203,-6665.9634,-6304.4775,-5661.0205,-4630.08,-2009.9032,2259.0,2499.875,2733.2,3005.0,3609.0,0.39035272693544876,472.4,577.8333333333334,706.6666666666666,948.8,1489.0,1723.3333333333333,1997.3,2239.3636363636365,2357.0588235294117,2725.0,828.0,976.6,1102.625,1201.857142857143,1527.75,663.9821,11.761322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.4861806375801,67.74757004597888]}"
00000000000000000001_0,336.875,397.75,463.35714285714283,559.8,808.0,2783.2069423813623,3710.3704563929864,4637.429302706136,5200.957023067731,5807.416307797113,598.625,624.5555555555555,682.6153846153846,816.8,1009.0,,21.86660080000001,,2858.3618,4629.803,5102.6113,5488.17,5774.7905,143.89833,1132.8566,1632.8877,2031.6537,2280.2852,-5940.7417,-5675.996,-5443.578,-4994.5015,-4110.333,4075.1658,5779.771,6631.4443,6993.8486,7253.0903,-6970.9126,-6742.6846,-6419.869,-5836.66,-4727.0547,2509.0,2905.5,3208.4,3410.5,3734.0,0.6179592735089735,529.5714285714286,584.9090909090909,653.5,814.0,1031.0,2164.2,2256.923076923077,2350.4,2475.2,2632.75,923.25,965.6,1046.2857142857142,1154.0,1416.5,120.50999,3.7137952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.1203562880223,67.12449856491357]}"
0000000000000000014f_0,334.0,367.0,459.4166666666667,558.7142857142857,720.5,1795.9556365551423,2391.1774516344226,2991.2317363256775,3377.228538556162,3710.8953613807994,497.5,529.2666666666667,594.25,681.75,784.1428571428571,,4.282264868,,1188.0868,1818.1818,2811.9707,3608.4233,3916.3022,-1447.6104,-1139.5461,-245.01924,341.59232,657.5257,-6378.095,-6117.836,-5795.0757,-5478.0747,-4504.2847,3671.8455,4300.6084,5400.002,5987.964,6358.3975,-6250.821,-6027.406,-5521.275,-4796.6543,-4017.094,1672.0,1835.75,2066.909090909091,2259.75,2476.6666666666665,0.29895081878550755,490.875,555.4444444444445,623.1666666666666,748.3333333333334,875.6,1993.3333333333333,2121.6666666666665,2246.0,2361.0,2498.0,967.75,1063.0,1189.8333333333333,1319.6666666666667,1417.6666666666667,14.770065,0.27520633,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.75205159581515,67.41851715740589]}"
0000000000000000004a_0,407.25,515.0,622.0,758.0,1048.0,2103.807235932154,2559.573288999723,3150.4380191427167,3662.6602760954765,4190.170889538106,658.0,761.0,839.5,928.0,1178.0,,83.7,,1656.9847,2104.4885,2997.9592,3700.4663,4225.352,-1307.8324,-838.9691,-230.67325,403.38922,1052.0487,-5947.7505,-5709.973,-5514.4556,-4814.0566,-4001.4902,3167.9006,3992.19,4825.3984,5424.844,5842.9175,-5871.141,-5631.0967,-5171.153,-4650.4697,-3834.693,2235.0,2393.3333333333335,2631.583333333333,2870.0,3193.3333333333335,0.8476870978399971,699.5,807.0,939.6666666666666,1051.5,1243.0,2459.0,2603.0,2765.166666666667,2966.3333333333335,3191.0,1212.0,1299.25,1440.5,1596.0,1795.0,187.84918,4.4991226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.6908763249666,65.87889459195344]}"
0000000000000000006b_0,554.3333333333334,594.75,667.0,785.5,1163.5,1314.3551903404327,1518.9657379357427,1717.9463080762152,1895.357109197176,2105.2839272325486,686.0,738.75,813.6666666666666,918.0,1118.0,,458.225527192,,75.70284,338.0848,642.4487,1089.172,1936.5079,-1816.3468,-1604.3893,-1353.2875,-918.66754,-12.751849,-4989.789,-4742.016,-4526.814,-4040.6462,-2745.679,2142.8572,2788.1355,3226.4695,3413.3223,3692.7686,-3760.96,-3557.4062,-3358.3848,-3051.0586,-2171.596,1448.0,1508.0,1624.5,1778.0,2088.0,0.4059310333399374,723.5,763.0,836.5,973.0,1100.0,1858.0,2072.6666666666665,2154.0,2232.0,2507.0,1235.0,1375.0,1437.0,1530.0,1693.0,200.92702,4.661301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.68737289535855,65.48758845419097]}"
0000000000000000005b_0,467.55555555555554,467.55555555555554,577.9545454545455,699.9,1086.0,2392.779033991919,3030.571796024682,3581.463051352358,4140.738988486486,4470.137257326573,691.0,755.0,840.0,988.0,1267.0,,307.17988471999996,,2605.0784,3273.2998,3798.6147,4467.6943,4717.4814,-288.3685,171.88075,661.1426,1154.0526,1451.8544,-5673.295,-5519.9746,-5212.5215,-4762.0493,-3389.915,3475.3735,4465.2637,5109.212,5505.5005,6030.876,-6329.5786,-5773.075,-5559.08,-5076.676,-4172.1855,2645.875,2760.9,3006.3333333333335,3128.6923076923076,3612.0,0.0801160053521951,730.4444444444445,835.1818181818181,955.2380952380952,1101.9,1196.625,2349.6666666666665,2472.75,2667.4,2799.0,2978.0,1132.0,1210.0,1339.0,1476.0,1630.0,263.46152,1.3437774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.7388463611386,65.73363701051132]}"
000000000000000000b7_0,334.6111111111111,440.53061224489795,496.43673469387755,552.3428571428572,944.6666666666666,2854.05970784477,3422.288250121352,3931.93018948121,4379.549180010132,4747.562448774342,595.25,704.796875,704.796875,817.7391304347826,1190.8,,9.613151827741941,,3224.872,3850.4763,4372.316,4789.787,5164.2417,313.0639,695.02466,1158.1812,1513.2074,1754.386,-5738.843,-5475.496,-5213.798,-4776.79,-3621.3477,4320.627,5071.208,5739.9756,6358.288,6729.0073,-6564.0503,-6299.8047,-5883.746,-5420.9873,-4716.508,2554.5,2753.0,2959.6,3184.3333333333335,3368.0,0.9807265690346699,604.3888888888889,705.2826086956521,816.8611111111111,816.8611111111111,1216.3333333333333,2197.0,2282.090909090909,2383.5,2509.285714285714,2625.0,1001.3333333333334,1078.8333333333333,1166.7916666666665,1277.5,1418.0,192.79555,0.8518419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.63805538626036,67.7516124647574]}"
00000000000000000022_0,595.5,636.1428571428571,716.0,790.75,918.3333333333334,1374.195032198712,1496.7462039045554,1598.7611630797942,1802.103989020828,1880.2413698496875,759.5,823.1666666666666,900.1666666666666,984.5,1097.0,,81.5,,-369.76782,9.297634,292.1113,724.93054,1270.4552,-1966.0938,-1748.5078,-1544.7926,-1336.0916,-940.9409,-5141.0967,-4916.5776,-4671.191,-4303.6133,-3794.5715,2423.1885,2615.8154,2898.0818,3139.708,3452.2295,-3902.292,-3517.7866,-3345.3633,-3044.042,-2646.4507,1624.0,1708.3333333333333,1812.0,1877.0,2090.0,0.9360115704666422,820.0,903.0,984.8181818181819,1066.6666666666667,1164.0,2172.0,2348.0,2475.3333333333335,2606.0,2749.0,1466.0,1580.5,1683.0,1835.2,1977.0,76.739426,1.6103619,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.8407822744769,67.04418917851328]}"
00000000000000000161_0,369.5,447.75,515.25,592.75,733.0,1377.6523714024408,1676.2332553161734,1959.5576107054096,2337.603459303594,2631.3304649988477,514.75,596.0,651.5,732.0,889.0,,0.315,,989.01166,1381.2144,1975.9061,2674.0486,3499.8914,-1355.3358,-1095.0691,-711.22845,-202.99945,599.0839,-5518.905,-5353.6978,-5051.554,-4511.7817,-3557.901,2678.3318,3500.8936,3959.299,4397.934,4884.738,-5340.706,-4759.0044,-4395.2876,-3923.9236,-2930.1418,1460.2,1543.6,1695.75,1896.0,2083.5,0.22062543130934842,572.0,655.125,738.0,823.0,945.5,1479.0,1782.5,2034.4166666666665,2201.3333333333335,2302.875,808.0,1016.0,1231.5,1294.7142857142858,1379.5,14.186637,0.28795668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.60750809231845,67.3314704063747]}"
00000000000000000188_0,271.38461538461536,302.1666666666667,364.2857142857143,464.0,691.0,1958.7628865979382,3278.0811240416106,4630.439039552482,5163.033350710554,5620.907779380756,496.73333333333335,531.125,592.2142857142857,688.1428571428571,909.5,,3.275463539813085,,2233.677,4553.377,5934.9814,6328.769,6609.5815,-438.32825,1446.472,2478.5483,2761.8662,3085.2341,-5840.3203,-5538.963,-5214.086,-4529.509,-3817.089,3818.781,5714.745,7011.8037,7717.896,7969.445,-7200.7886,-6960.766,-6538.2695,-5631.929,-4518.4307,1692.0,2565.0,2919.4,3162.0,3608.5,0.6855740144193803,336.7692307692308,405.27272727272725,493.3333333333333,718.6,835.5,1684.0,1737.2631578947369,1840.25,2032.5,2219.6666666666665,631.5,695.875,759.8,1012.6666666666666,1255.0,217.22649,2.0030637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.38580845447962,67.65863683285103]}"
000000000000000000d4_0,334.9655172413793,439.05263157894734,439.05263157894734,564.5882352941177,814.75,2835.0827380552228,3360.076883923849,4379.702272598473,4904.508326580921,5290.739194106599,590.1428571428571,624.75,686.0,806.3333333333334,952.0,,9.436146209166669,,3170.8667,4359.0977,5093.15,5537.4937,5738.429,164.33354,1111.8784,1688.9763,2056.5505,2328.386,-5804.8887,-5487.609,-5208.127,-4723.344,-3672.1992,4344.5566,5344.7935,6381.617,6945.5654,7199.096,-6825.5303,-6608.8174,-6190.743,-5591.7363,-4886.7114,2428.5,2734.5,3027.0,3317.5,3637.0,0.9469536311798561,586.2037037037037,586.2037037037037,711.65,822.741935483871,954.0,1994.6666666666667,2094.866666666667,2221.0,2318.5,2480.2,868.875,920.75,1018.6,1139.5,1281.5,114.5947,3.233615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.79948264281666,67.68962871015316]}"
000000000000000000d5_0,334.9655172413793,439.05263157894734,439.05263157894734,564.5882352941177,814.75,2835.0827380552228,3360.076883923849,4379.702272598473,4904.508326580921,5290.739194106599,590.1428571428571,624.75,686.0,806.3333333333334,952.0,,102.96114784028573,,3170.8667,4359.0977,5093.15,5537.4937,5738.429,164.33354,1111.8784,1688.9763,2056.5505,2328.386,-5804.8887,-5487.609,-5208.127,-4723.344,-3672.1992,4344.5566,5344.7935,6381.617,6945.5654,7199.096,-6825.5303,-6608.8174,-6190.743,-5591.7363,-4886.7114,2428.5,2734.5,3027.0,3317.5,3637.0,0.8547583879841746,586.2037037037037,586.2037037037037,711.65,822.741935483871,954.0,1994.6666666666667,2094.866666666667,2221.0,2318.5,2480.2,868.875,920.75,1018.6,1139.5,1281.5,114.5947,3.233615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.79948264281666,67.68962871015316]}"
000000000000000000c2_0,713.1224489795918,713.1224489795918,819.9736842105264,819.9736842105264,1204.857142857143,1946.1003183994208,2331.1374435932535,2734.164996783898,2912.791931738951,3286.500702435106,963.2413793103449,963.2413793103449,963.2413793103449,1085.625,1312.7777777777778,,69.810791115,,-280.49335,268.1491,648.0638,942.01746,1320.6046,-2258.6392,-1749.915,-1481.8972,-1235.423,-853.5032,-5725.515,-5600.233,-5405.4106,-5157.186,-4299.3145,2614.2817,3365.9583,3942.8088,4192.3735,4385.971,-4646.2485,-4445.055,-4221.5864,-3742.0593,-3147.703,2194.5,2323.5,2495.375,2642.0,3025.0,0.9524035230442162,988.5714285714286,988.5714285714286,1088.142857142857,1193.6333333333334,1316.8333333333333,3193.0,3315.5,3411.769230769231,3530.8571428571427,3700.5,2038.5,2165.8333333333335,2235.625,2360.4,2481.5,511.84808,19.872608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.18476549389368,67.79500109298039]}"
000000000000000000dd_0,327.7142857142857,381.7833333333333,457.4,615.3333333333334,1047.0,2701.247232814505,3273.859754930534,3984.6438710564366,4380.502459947053,4833.117427417512,532.0,608.45,680.375,792.8333333333333,1127.0,,4.082654253,,2961.2686,4049.6355,4830.966,5289.7305,5597.6675,251.40019,1031.5359,1554.2655,1937.3468,2178.34,-5773.736,-5464.0327,-5195.6025,-4512.8486,-3555.2598,3841.407,5120.718,6162.4956,6674.3286,6889.742,-6733.1816,-6562.476,-6182.682,-5457.1514,-4247.2266,2404.0,2644.0,2836.0,3034.3333333333335,3338.5,0.6324514266282417,531.75,584.8571428571429,683.4285714285714,852.3333333333334,1161.0,1907.5,2034.8333333333333,2119.3333333333335,2295.333333333333,2473.3333333333335,867.25,929.6666666666666,1010.8571428571429,1151.25,1335.0,201.25316,3.9570246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.55990195654198,67.70067798814783]}"
000000000000000000fa_0,306.0,367.44444444444446,463.7142857142857,560.0,674.0,2884.474148061105,3340.2452881497434,4234.185368499559,4720.4059897681955,4966.773602199816,531.4,590.4545454545455,684.1,752.5,900.0,,4.101984926,,3665.0398,4425.7393,5209.863,5512.6035,5936.6626,588.73157,1221.5569,1753.8414,2121.7317,2501.3372,-5874.6484,-5465.2485,-5169.3257,-4703.807,-4204.877,4812.121,5303.7397,6263.294,6799.2686,7142.0093,-6992.941,-6703.349,-6269.227,-5705.0947,-5196.88,2477.5,2698.0,2992.0,3147.5,3294.0,0.7744692139748225,501.6666666666667,594.0,685.4166666666666,817.8333333333334,999.0,1880.25,2029.7142857142858,2124.125,2253.8888888888887,2352.0,818.5,888.5,969.75,1108.6666666666667,1195.6666666666667,105.594864,3.3256936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-164.0051070113516,67.63438232017981]}"
000000000000000000fb_0,362.0,430.6666666666667,523.7142857142857,618.7777777777778,818.5,2436.7437864294843,2962.9554198615247,3757.252765901062,4016.424756912316,4215.217153084706,596.25,657.4,754.75,813.9,1069.0,,15.109952499000006,,3125.8606,3662.0815,4347.03,4681.4478,4993.503,110.309715,534.6,1024.8566,1304.6069,1647.6069,-5680.948,-5424.693,-5131.8804,-4751.7036,-4011.2395,4046.5234,4647.887,5633.2007,6087.4844,6324.417,-6384.87,-6197.7837,-5843.8086,-5133.7305,-4713.74,2388.0,2609.0,2765.5,2962.3333333333335,3119.0,0.7103316474035619,624.7142857142857,684.8,784.4,917.5714285714286,1131.0,2073.0,2218.5,2349.777777777778,2447.1111111111113,2523.0,950.75,1047.3333333333333,1127.4,1221.0,1349.0,88.268295,3.9874294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-164.01238336515297,67.63492130935028]}"
00000000000000000107_0,302.14285714285717,401.6470588235294,463.4117647058824,555.5555555555555,783.3333333333334,2842.5134595836,3612.4645480328704,4204.403391323556,4683.570967639925,5032.156185271032,558.75,624.3529411764706,681.3333333333334,780.3333333333334,979.6666666666666,,16.58237213416001,,3466.4695,4613.7646,5198.435,5655.4644,5945.2954,570.0076,1432.1638,1857.3292,2279.1213,2595.332,-5412.3086,-5220.4854,-4947.451,-4574.1333,-3946.4475,4404.8706,5378.323,6320.2144,6787.941,7219.138,-6837.0156,-6522.933,-6193.5737,-5589.271,-4761.792,2442.0,2668.5,2902.0,3118.5714285714284,3337.0,0.7370626221769934,492.125,561.5,684.8181818181819,781.3,1047.5,1788.3333333333333,1877.375,1991.857142857143,2144.0,2280.0,777.25,841.6666666666666,916.3333333333334,1017.8,1255.5,186.7298,5.6726193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.8682037620518,67.6087803345824]}"
00000000000000000108_0,362.22222222222223,399.77777777777777,494.57142857142856,661.0,1169.0,2216.6219050071745,2878.375269422817,3920.074751343879,4402.976291104765,4650.637636318991,589.0,655.1666666666666,718.9,849.25,1372.0,,6.322626638000007,,3217.1428,4228.4326,4850.5615,5203.538,5454.9614,340.05038,1206.2546,1662.7792,1914.01,2266.142,-5406.7456,-5184.78,-4805.6055,-4071.4385,-2656.3894,2851.915,4457.2036,5866.784,6427.7114,6804.527,-6576.4062,-6304.6924,-5871.413,-5234.8745,-3384.1462,2454.0,2636.0,2860.4,3073.125,3391.0,0.7667205767335742,563.3333333333334,628.6666666666666,749.8888888888889,925.9166666666667,1461.0,1871.6666666666667,1970.4444444444443,2129.875,2294.6666666666665,2467.5,851.0,916.0,1014.5714285714286,1181.0,1351.25,196.70328,4.247638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.85877145156854,67.58856824068971]}"
0000000000000000010a_0,328.5,394.5238095238095,461.5,593.25,849.0,2527.4530641161887,3305.360348806088,4208.778856572842,4557.547293801926,4952.300268886516,591.2222222222222,627.4736842105264,685.8571428571429,808.0,1067.0,,12.36926265000001,,3061.9854,4306.058,5021.5273,5348.7183,5616.2812,106.02195,1045.0696,1649.3881,2005.853,2259.2258,-5550.8228,-5464.212,-5093.4297,-4562.086,-3496.968,3720.1167,5056.277,6074.6665,6731.6187,7049.944,-6766.265,-6548.8584,-6047.0874,-5445.8887,-4393.0635,2378.3333333333335,2688.125,2991.5,3155.6,3321.0,0.08140372239916527,527.6666666666666,622.4,717.3333333333334,853.6666666666666,1136.0,1953.6666666666667,2032.888888888889,2158.8333333333335,2319.25,2451.8,871.0,918.8888888888889,1006.0666666666666,1137.0333333333333,1335.5,136.94269,3.5892947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.8350559280678,67.62387203135562]}"
0000000000000000010b_0,328.5,394.5238095238095,461.5,593.25,849.0,2527.4530641161887,3305.360348806088,4208.778856572842,4557.547293801926,4952.300268886516,591.2222222222222,627.4736842105264,685.8571428571429,808.0,1067.0,,14.510847804000017,,3061.9854,4306.058,5021.5273,5348.7183,5616.2812,106.02195,1045.0696,1649.3881,2005.853,2259.2258,-5550.8228,-5464.212,-5093.4297,-4562.086,-3496.968,3720.1167,5056.277,6074.6665,6731.6187,7049.944,-6766.265,-6548.8584,-6047.0874,-5445.8887,-4393.0635,2378.3333333333335,2688.125,2991.5,3155.6,3321.0,0.6152588145904921,527.6666666666666,622.4,717.3333333333334,853.6666666666666,1136.0,1953.6666666666667,2032.888888888889,2158.8333333333335,2319.25,2451.8,871.0,918.8888888888889,1006.0666666666666,1137.0333333333333,1335.5,136.94269,3.5892947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.8350559280678,67.62387203135562]}"
0000000000000000010d_0,350.3,441.9761904761905,441.9761904761905,565.3846153846154,836.6,2326.394926111494,3206.687450751995,3932.943415069026,4529.575482250932,4830.570902394107,605.8,676.1481481481482,676.1481481481482,798.0,972.5,,20.935300783032798,,2416.5674,4093.579,4570.538,5112.437,5419.434,-221.08844,967.4778,1326.7426,1724.0637,2076.2056,-5651.548,-5395.2134,-5111.711,-4685.5127,-3033.5474,3616.608,4971.215,5935.9194,6508.0366,6946.2896,-6648.1753,-6323.64,-5991.8086,-5290.36,-3847.539,2293.5,2601.0,2861.5,3052.0,3308.0,0.6045306677364146,584.5909090909091,584.5909090909091,711.1481481481482,826.375,1067.6666666666667,1869.0,2062.1666666666665,2177.1272727272726,2390.0,2558.0,904.6666666666666,934.2,1060.8,1158.25,1458.0,200.34561,3.3240483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.8350559280678,67.59422762697967]}"
0000000000000000010f_0,445.3809523809524,571.5714285714286,571.5714285714286,690.7272727272727,952.0,1346.2930942469243,1899.689218586388,2481.213509488006,2853.251530731095,3299.091972278259,610.3333333333334,670.8181818181819,735.3076923076923,862.7777777777778,1058.0,,0.42,,905.9598,1886.4662,2690.202,3387.8198,3976.116,-714.38763,-173.63461,359.8687,882.8071,1298.6367,-4745.6157,-4428.858,-4088.0947,-3638.4177,-3040.737,2458.4712,3438.5671,4369.6987,5038.4595,5443.0864,-5282.4673,-4879.798,-4407.777,-3607.8135,-2941.5093,1522.0,1762.5625,1936.75,2223.8,2448.0,0.23699516591625658,615.0,666.9411764705883,771.6979166666667,924.3333333333334,1095.0833333333335,1623.2,1718.3333333333333,1874.2142857142858,1961.625,2125.3333333333335,910.0,1035.25,1179.0,1318.25,1433.25,72.06599,1.7444581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.93503841919028,67.60958881833811]}"
00000000000000000110_0,337.6666666666667,399.61538461538464,491.5833333333333,620.25,793.0,2194.9238578680206,2542.4082894626895,3241.6065610997225,3625.6119076015357,4209.5662748277255,547.7272727272727,608.5555555555555,674.6451612903226,796.2,929.3333333333334,,0.4033333333,,1897.8491,2829.897,3650.6138,4295.986,4814.4014,-481.50732,204.28636,719.4699,1197.5278,1494.3057,-5521.232,-5210.465,-4890.054,-4517.145,-3948.3398,3551.0771,4587.127,5436.381,6032.006,6406.349,-6225.235,-5804.3306,-5351.5615,-4870.97,-3798.3372,1867.5,2101.25,2350.2,2575.5,2738.5,0.7650054386090389,547.55,607.5882352941177,675.0,793.9333333333333,929.1666666666666,1868.0,1997.7142857142858,2056.1428571428573,2160.4285714285716,2347.4,887.0,996.75,1089.142857142857,1271.6,1401.5,71.96029,1.1314327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.93638589211648,67.60931932375287]}"
00000000000000000111_0,344.27272727272725,452.734693877551,452.734693877551,568.6153846153846,707.6,2185.5839045631665,2991.590624440866,3577.953793870721,3949.46757777656,4432.530456778676,548.1,610.8461538461538,669.5333333333333,792.7,918.5,,0.3993333333,,2229.3245,3251.5676,4046.1577,4667.3677,4974.5684,-306.8939,429.81604,883.6421,1417.8291,1620.9636,-5606.5874,-5408.767,-5162.4585,-4823.7725,-4082.8467,3638.571,4945.267,5839.007,6259.3022,6660.957,-6450.6987,-6060.467,-5749.6074,-5034.4014,-4271.6855,1985.0,2321.3333333333335,2502.8,2732.3333333333335,2887.6666666666665,0.14807208916802483,537.8125,609.7777777777778,667.6666666666666,805.2727272727273,994.6666666666666,1934.0,2064.4615384615386,2162.777777777778,2287.0,2447.5,868.3333333333334,1001.4,1081.0,1256.0,1425.0,70.71908,1.481064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.93665538670172,67.60985831292335]}"
00000000000000000112_0,368.5833333333333,430.90909090909093,494.93333333333334,588.5,785.0,2451.9230769230767,2991.9869567035526,3531.034784075409,4077.1993000445896,4485.01872659176,591.0,659.6153846153846,722.75,812.25,976.5,,112.42663119999996,,2603.261,3285.3113,4137.3228,4594.198,4852.683,-266.52676,173.77824,804.9762,1201.9286,1512.2041,-5861.2373,-5599.443,-5276.7173,-4968.6646,-4036.2622,3886.7651,4819.506,5643.1597,6253.002,6606.2515,-6380.5503,-6163.3286,-5806.9097,-5106.168,-4378.891,2191.6666666666665,2419.4285714285716,2672.777777777778,2864.8571428571427,3063.4,0.9523585864818328,556.0,629.4,720.1666666666666,851.25,1036.6666666666667,2067.0,2224.0,2350.7272727272725,2451.75,2643.0,980.5,1059.75,1156.75,1269.3333333333333,1450.25,77.33787,1.2284551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.93153498958222,67.61524820462806]}"
00000000000000000113_0,338.2857142857143,446.6363636363636,567.7058823529412,567.7058823529412,850.6666666666666,1961.9542327670931,2597.8689421043787,3401.518428343964,3806.121306723262,4128.561213352905,551.6666666666666,674.4583333333334,734.8095238095239,793.6153846153846,1058.25,,4.173333333,,2004.8301,2564.5688,3733.383,4109.019,4561.1943,-750.26855,-255.0901,525.1134,890.7711,1261.468,-5966.8296,-5741.77,-5412.2227,-4997.5186,-4359.313,3448.276,4287.454,5455.8633,6004.975,6364.7417,-6406.493,-6095.5317,-5716.741,-4843.1973,-4070.6694,2250.0,2426.6666666666665,2644.75,2732.6666666666665,2944.0,0.39958879181872875,607.7,676.5882352941177,802.6363636363636,985.75,1178.3333333333333,2166.0,2249.6666666666665,2425.285714285714,2610.0,2828.6,1017.8333333333334,1131.5,1237.6666666666667,1450.25,1608.5,57.88871,1.324331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.9560589968387,67.61390073170189]}"
00000000000000000114_0,330.60869565217394,450.3142857142857,450.3142857142857,565.2692307692307,834.2,1670.4734621191592,2425.724973881471,3290.426555125182,3784.059578655013,4050.4829149242514,549.9230769230769,616.4705882352941,732.695652173913,859.7272727272727,1065.6666666666667,,3.57051282019231,,1348.4303,2352.5127,3498.2002,4179.0156,4620.3867,-1260.865,-650.1548,361.93594,781.7429,1176.0845,-5990.3135,-5726.4014,-5468.914,-5145.6543,-4692.8457,2918.6885,4120.411,5363.664,6062.551,6450.732,-6412.0234,-6151.001,-5583.2866,-4752.7153,-3986.1667,2099.0,2281.3333333333335,2545.8333333333335,2732.0,2849.0,0.19160609566240483,545.1111111111111,674.1333333333333,733.0666666666667,1000.0,1182.0,2162.0,2285.1666666666665,2441.8571428571427,2702.4,2859.3333333333335,1000.0,1113.0,1224.5,1544.0,1717.0,58.54332,1.1842237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.9560589968387,67.61417022628711]}"
00000000000000000140_0,1590.0,1655.0,1763.0,1930.0,2262.0,66.96802276912732,131.95777351247622,216.47200966572638,329.9211755894,592.3019431988038,1989.0,2084.0,2257.0,2480.0,2689.0,,1.427945348400001,,200.0381,213.10182,355.35034,488.61203,1247.2206,-455.23193,-326.2136,-269.80875,-161.98483,607.70483,-1278.38,-1120.8699,-978.4593,-758.1533,139.56139,35.799522,116.4295,236.46072,346.5765,506.08585,-994.72015,-799.75946,-721.3706,-500.64185,-99.86293,2378.0,2481.0,2598.0,2727.0,2937.0,0.6680534268722599,2215.0,2285.0,2505.0,2612.0,2803.0,2448.0,2575.0,2757.0,2912.0,3035.0,2165.0,2288.0,2426.0,2593.0,2707.0,1611.3783,33.55563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.43443767721482,67.7906891796166]}"
00000000000000000142_0,1430.0,1489.0,1614.0,1831.0,2086.0,51.77892153319831,149.50889600256966,256.70080402309736,373.85626647621746,443.2768773611988,1910.5,1970.0,2135.0,2386.0,2482.5,,0.168,,24.917253,143.79984,294.49432,506.32434,844.0346,-643.72974,-501.73877,-397.3086,-196.46367,131.92598,-1624.0055,-1460.3615,-1288.3796,-887.6669,-383.82758,52.925385,165.32732,295.1977,418.55057,515.2719,-1069.5,-964.0399,-852.20636,-686.4014,-457.63022,2292.5,2386.0,2596.5,2703.5,2811.0,0.21043155289358817,2122.0,2262.0,2439.5,2545.0,2693.5,2497.5,2624.5,2780.0,2899.0,3037.5,2148.0,2287.5,2426.5,2508.5,2655.0,1518.7798,34.761673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.42284941004968,67.78745524459377]}"
